Nom de la gare;Code UIC complet;Code postal;Segmentation DRG 2018;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015
Nomain Ouvignies;87286815;59310;c;0;0;1;1;4;4.0;1;1
Nonancourt;87393553;27320;c;9831;9831;10910;10910;13214;13214.54;14725;14725
Nortkerque;87287292;62370;c;2137;2137;2398;2398;2296;2296.83805;2749;2749
Nouzonville;87172023;8700;c;22648;22648;30330;30330;37045;37045.139046;39711;39711
Nuits-Saint-Georges;87713529;21700;b;220669;275836;242194;302742;239543;299429.195022;253622;317028
Nyer;87784736;66360;c;96;96;177;177;236;236.0;119;119
Obernai;87214288;67210;b;631775;789718;663806;829757;639768;799710.265597;648453;810566
Oloron-Sainte-Marie;87672725;64400;b;76510;95638;93277;116596;93239;116549.627948;93882;117353
Orchies;87286583;59310;b;923264;1154080;956390;1195487;912231;1140288.88232;932604;1165755
Orgerus - Béhoust;87393447;78910;b;223646;223646;223743;223743;221925;221925.520608;218522;218522
Osny;87381145;95520;b;463819;463819;575510;575510;551666;551666.381214;542988;542988
Ostricourt;87345249;59162;b;160372;200465;166647;208308;159284;199105.263968;159923;199904
Oyonnax;87743534;1100;b;89149;111436;93231;116539;98712;123391.144303;103838;129797
Ozoir-la-Ferrière;87116020;77330;b;2424018;2424018;2436285;2436285;2396593;2396593.28774;2374519;2374519
Pagny-sur-Moselle;87192468;54530;b;337660;422076;308256;385320;312330;390413.496793;345327;431659
Pamiers;87611343;9100;b;267380;334225;345524;431905;341778;427223.489197;354474;443092
Parempuyre;87581710;33290;c;34682;34682;23953;23953;18296;18296.938232;19234;19234
Paris Montparnasse;87391003;75015;a;54888321;67924299;53535772;66811223;51177828;63908933.7324;51634998;64503031
Parthenay;87487173;79200;;31913;31913;39519;39519;40421;40421.876972;43508;43508
Pavilly;87411272;76570;b;159916;199895;162784;203480;162708;203385.916085;172208;215260
Peltre;87192203;57245;c;25365;25365;26189;26189;29581;29581.276526;33283;33283
Péreire Levallois;87381012;75017;b;4654017;4654017;4850376;4850376;4967205;4967205.39178;5036124;5036124
Périgueux;87595009;24000;b;767758;959698;894784;1118480;868885;1086106.88865;902669;1128336
Perpignan;87784009;66027;a;1370425;1713031;1629171;2036464;1562086;1952608.16449;1758375;2197968
Peyrilhac - Saint-Jouvent;87592428;87510;c;332;332;461;461;411;411.8;131;131
Pignans;87755389;83790;c;19002;19002;21896;21896;20858;20858.2298869;18054;18054
Plouigneau;87474411;29610;c;907;907;1096;1096;1322;1322.8;1204;1204
Poliénas;87761742;38210;c;28145;28145;32515;32515;27218;27218.971074;23765;23765
Pompadour;87594663;19410;c;3018;3018;7890;7890;8892;8892.59031;10996;10996
Pons;87491100;17800;c;25663;25663;25210;25210;18810;18810.298706;26179;26179
Pont de bois;87286831;59650;c;33493;33493;28859;28859;25071;25071.15291;19530;19530
Pont de Briques;87317115;62360;c;3210;3210;3307;3307;3704;3704.13108;4158;4158
Pont Petit;87276154;95310;b;328806;328806;295774;295774;274365;274365.648562;253813;253813
Pont-à-Mousson;87141820;54700;b;983306;1229133;971710;1214638;937395;1171744.22551;979424;1224280
Pontchâteau;87481846;44160;b;212620;265775;226241;282801;233789;292236.552117;234195;292744
Pontgouin;87394247;28190;c;17267;17267;15576;15576;16746;16746.39318;17423;17423
Pont-l'Évêque;87444349;14130;b;94065;117581;114777;143472;111152;138940.901543;113202;141503
Pontmort;87734103;63200;c;16232;16232;21981;21981;24978;24978.818994;25693;25693
Pont-Remy;87313130;80580;c;14120;14120;17400;17400;17224;17224.823794;17444;17444
Pontrieux;87473843;22260;c;5835;5835;5388;5388;3412;3412.176468;5943;5943
Pontrieux Halte;87473835;22260;c;3350;3350;4116;4116;4709;4709.941164;4910;4910
Pont-Saint-Vincent;87141523;54550;c;33019;33019;32818;32818;33702;33702.290554;36445;36445
Pornic;87481283;44210;c;111603;111603;103013;103013;81644;81644.714596;40188;40188
Pornichet;87481747;44380;c;120557;120557;124705;124705;114971;114971.371556;104745;104745
Portet Saint-Simon;87611400;31120;b;237245;296556;310530;388162;305655;382069.512508;344701;430877
Port-Saint-Père - Saint-Mars;87481218;44710;c;28618;28618;24761;24761;16226;16226.32741;13907;13907
Pouilly-sur-Loire;87696179;58150;c;7249;7249;7458;7458;6802;6802.027486;10062;10062
Précy-sur-Oise;87276410;60460;c;77790;77790;77825;77825;73612;73612.6731011;77446;77446
Presles - Courcelles;87276501;95590;b;340453;340453;338305;338305;319578;319578.272139;306031;306031
Pringy;87746206;74370;c;22265;22265;25311;25311;20143;20143.631508;23469;23469
Puybrun;87594754;46130;c;753;753;916;916;1325;1325.2;1505;1505
Questembert;87476671;56230;b;130897;163621;119824;149780;107051;133813.76715;110266;137833
Quiberon;87476457;56170;c;101288;101288;102061;102061;98968;98968.1;100798;100798
Quimperlé;87476317;29300;b;269283;336604;282545;353182;266565;333206.413475;277708;347135
Ranspach;87182402;68470;c;19487;19487;22046;22046;23264;23264.328222;22381;22381
Reims Maison Blanche;87171272;51300;c;60440;60440;52332;52332;40332;40332.533228;37825;37825
Revin;87172080;8500;b;176229;220287;198749;248436;223448;279310.397438;230865;288581
Richwiller;87182675;68120;c;0;0;0;0;0;0.0;0;0
Roissy-en-Brie;87116038;77680;b;3363592;3363592;3373169;3373169;3322409;3322409.2;3333894;3333894
Rombas - Clouange;87191734;57120;c;60009;60009;63890;63890;62424;62424.038172;71512;71512
Romilly-sur-Seine;87118158;10100;b;292078;365097;295097;368871;294493;368117.451898;306218;382773
Rosières-aux-Salines;87141127;54110;b;175444;219305;164023;205028;168320;210400.111028;154662;193328
Rothau;87214726;67570;b;149967;187459;155932;194915;152538;190673.344192;152120;190150
Rouillé;87485532;86480;c;7829;7829;8552;8552;8653;8653.0233;7773;7773
Route de Launaguet;87611954;31140;c;0;0;268;268;255;255.18812;29;29
Royan;87491803;17200;b;182523;228154;223983;279978;225274;281593.515628;238199;297748
Royat - Chamalières;87734038;63130;c;3000;3000;3512;3512;3279;3279.26812;4031;4031
Rully;87712026;71150;c;24595;24595;23776;23776;23150;23150.419094;24306;24306
Saint-Aignan - Noyers;87574897;41110;c;84308;84308;85083;85083;82671;82671.796504;83040;83040
Saint-Amand-les-Eaux;87343103;59230;b;726583;908229;742010;927513;686246;857807.81807;679655;849569
Saint-André;87286195;59350;c;14598;14598;17021;17021;16714;16714.910072;17216;17216
Saint-André-de-Corcy;87723734;1390;b;230575;288219;250018;312523;238906;298633.406045;237176;296470
Saint-Aubin-sur-Scie;87415125;76550;c;10580;10580;13337;13337;15054;15054.519992;16024;16024
Saint-Béron - La Bridoire;87741454;73520;c;17138;17138;20433;20433;19063;19063.811868;17741;17741
Saint-Blaise-la-Roche Poutay;87214742;67420;c;37984;37984;44093;44093;44583;44583.724554;44420;44420
Saint-Chamond;87726307;42400;b;620745;775931;679456;849320;629237;786546.87695;673848;842310
Saint-Denis;87271015;93200;b;35617897;35617897;35098916;35098916;33410168;33410168.1537;32005990;32005990
Saint-Égrève Saint-Robert;87747352;38120;c;51709;51709;58208;58208;49892;49892.110392;54489;54489
Sainte-Léocadie;87784850;66800;c;146;146;33;33;86;86.0;150;150
Sainte-Lizaigne;87597054;36260;c;1554;1554;1785;1785;2411;2411.358212;2626;2626
Sainte-Maure - Noyant;87575050;37800;c;97445;97445;91678;91678;90896;90896.16557;97641;97641
Saint-Erme;87171751;2820;c;72014;72014;86736;86736;85490;85490.960862;80767;80767
Saintes;87491001;17100;b;454350;567938;521848;652310;485212;606515.63826;519863;649829
Saint-Fargeau;87682542;77310;b;105845;105845;109215;109215;110617;110617.23284;111544;111544
Saint-Féliu-d'Avall;87784520;66170;c;215;215;490;490;553;553.6;630;630
Saint-Geniès-de-Malgoirès;87775361;30190;c;80170;80170;75110;75110;68582;68582.545276;66781;66781
Saint-Germain - Saint-Rémy;87393520;27320;c;44;44;2;2;60;60.6;476;476
Saint-Gervais-les-Bains Le Fayet;87746479;74170;b;346437;433047;388710;485888;386691;483364.348345;389595;486994
Saint-Gildas-des-bois;87476762;44530;c;38546;38546;47967;47967;49030;49030.54784;43785;43785
Saint-Jean-d'Angély;87491357;17400;c;35005;35005;41399;41399;48960;48960.786148;51363;51363
Saint-Jodard;87726851;42590;c;11269;11269;12696;12696;13991;13991.05009;14579;14579
Saint-Jory;87611657;31790;b;134991;168739;155313;194141;148816;186020.121608;158410;198013
Saint-Laurent - Gainneville;87413310;76700;c;37494;37494;39359;39359;39789;39789.13424;40212;40212
Saint-Laurent-en-Grandvaux;87715417;39150;c;12442;12442;17453;17453;16952;16952.483096;16064;16064
Saint-Léger-sur-Dheune;87694364;71510;c;5537;5537;5232;5232;5359;5359.923042;7003;7003
Saint-Louis la Chaussée;87181016;68300;c;56334;56334;59654;59654;60504;60504.754658;52769;52769
Saint-Malo;87478107;35400;a;1135793;1419742;1164343;1455429;1092776;1365971.15495;1107633;1384542
Saint-Mathurin;87487892;49250;c;101784;101784;100274;100274;95842;95842.25944;98549;98549
Saint-Michel-sur-Orge;87545202;91240;b;3440535;3440535;3427512;3427512;3350840;3350840.19775;3255519;3255519
Saint-Omer-en-Chaussée;87313718;60860;c;6679;6679;8695;8695;6873;6873.406756;5496;5496
Saint-Paul-de-Varax;87723783;1240;c;81357;81357;88962;88962;77668;77668.21419;74491;74491
Saint-Pierre-d'Albigny;87741223;73250;b;107951;134939;123836;154795;115889;144862.285037;120717;150897
Saint-Priest-Taurion;87592055;87480;c;17765;17765;23189;23189;24955;24955.195852;27176;27176
Saint-Quentin;87296004;2100;b;1082819;1353523;1165507;1456884;1131841;1414802.27905;1159281;1449102
Saint-Quentin en Yvelines - Montigny-le-Bretonneux;87393843;78180;b;12183270;12183270;12790514;12790514;13277649;13277649.5843;13735918;13735918
Saint-Senoux - Pléchâtel;87471169;35580;c;13570;13570;17055;17055;16712;16712.2165;19286;19286
Saint-Sulpice - Izon;87584722;33450;c;69468;69468;51529;51529;43913;43913.914108;46826;46826
Saint-Symphorien-de-Marmagne;87694174;71710;c;65;65;97;97;240;240.6;49;49
Saint-Victor - Thizy;87721043;42630;c;19050;19050;21617;21617;21460;21460.81014;18268;18268
Saint-Victurnien;87592683;87420;c;1825;1825;3233;3233;3407;3407.025062;4026;4026
Saint-Yrieix;87592824;87500;c;19712;19712;26933;26933;27333;27333.769326;27730;27730
Sallanches - Combloux - Megève;87746438;74700;b;311327;389159;329130;411412;309005;386257.395392;307792;384740
Salomé;87342451;59496;c;13829;13829;16221;16221;15485;15485.76115;13952;13952
Salses;87784157;66600;c;12473;12473;14103;14103;11846;11846.875582;12810;12810
Sanry-sur-Nied;87192229;57530;c;9595;9595;9066;9066;8998;8998.978872;9928;9928
Sathonay - Rillieux;87723700;69580;b;313475;391843;291170;363962;245349;306687.068985;239512;299391
Sausset-les-Pins;87753558;13960;c;63931;63931;80008;80008;81718;81718.2666101;88608;88608
Savenay;87481838;44260;b;524832;656040;514203;642753;473277;591597.27907;449634;562043
Savennières - Béhuard;87484329;49170;c;49260;49260;54847;54847;56299;56299.07816;56626;56626
Saverdun;87611368;9700;b;128348;160435;171063;213828;154780;193475.63565;156632;195790
Sceaux - Boëssé;87396317;72160;c;7644;7644;9495;9495;8089;8089.81027;5511;5511
Schopperten;87215483;67260;c;14462;14462;17754;17754;20846;20846.674482;22452;22452
Schweighouse-sur-Moder;87213108;67590;c;21221;21221;16061;16061;17854;17854.620146;18739;18739
Sélestat;87214056;67600;b;2257513;2821892;2225163;2781454;2086181;2607726.43758;2062470;2578087
Seltz;87212431;67470;c;43068;43068;44815;44815;42966;42966.930074;38779;38779
Senozan;87725671;71260;c;7283;7283;5546;5546;4994;4994.978906;3983;3983
Sévérac;87476754;44530;c;5873;5873;2841;2841;967;967.14;964;964
Solignac - Le Vigen;87592246;87110;c;1234;1234;1900;1900;2047;2047.685162;2572;2572
Somain;87345314;59490;b;342640;428300;361167;451458;351260;439075.852428;370685;463357
Souillac;87594333;46200;b;96573;120717;111933;139917;109928;137410.348838;113808;142260
Soulac-sur-Mer;87581371;33780;c;39300;39300;36686;36686;30531;30531.057124;32954;32954
Strasbourg;87212027;67000;a;20170472;22663452;19989293;22459880;18472587;20755716.8057;18232891;20486395
Sucé-sur-Erdre;87481572;44240;c;210510;210510;215005;215005;211592;211592.593226;188923;188923
Suèvres;87574236;41500;c;61;61;62;62;183;183.7;63;63
Suresnes Mont Valérien;87382374;92150;b;5288069;5288069;3601740;3601740;2544442;2544442.19484;2562233;2562233
Sury-le-Comtal;87726422;42450;c;18364;18364;20035;20035;17312;17312.725742;21352;21352
Tacoignières - Richebourg;87393454;78910;b;193939;193939;197551;197551;192194;192194.250062;187380;187380
Taconnaz;87746750;74310;c;4170;4170;3699;3699;2966;2966.459672;2772;2772
Tain-l'Hermitage - Tournon;87761163;26600;b;448862;561078;470380;587975;440660;550825.036605;451618;564523
Talence-Médoquine;87581505;33400;c;0;0;0;0;0;0.0;0;0
Tarbes;87671008;65000;b;407099;502591;512070;632185;482700;595926.559862;516136;637206
Tessonnières;87615245;81600;c;3185;3185;4217;4217;3946;3946.240218;4302;4302
Thiers;87734475;63300;c;41587;41587;49162;49162;49971;49971.053748;57483;57483
Thieux - Nantouillet;87272054;77230;c;22740;22740;25483;25483;23254;23254.4938296;20662;20662
Thuès Carença;87784751;66360;c;2042;2042;1931;1931;2481;2481.0;2538;2538
Tonnerre;87713198;89700;b;127065;158832;137259;171573;128762;160953.63521;137717;172146
Toul;87141044;54200;b;251538;314423;258636;323295;230441;288052.101675;232067;290084
Toulon;87755009;83000;a;3534118;4977632;4122788;5806743;3835728;5402434.87693;3813793;5371539
Tournan;87116210;77220;b;2028849;2028849;2093241;2093241;2118433;2118433.62871;2100330;2100330
Tourville;87411181;27370;c;1342;1342;1185;1185;1651;1651.06;2045;2045
Trois Chênes;87184242;90000;c;18155;18155;20775;20775;21491;21491.071428;16508;16508
Troyes;87118000;10014;a;967315;1325089;1023685;1402309;969326;1327843.93401;1001917;1372489
Tulle;87594499;19000;b;122979;153724;152654;190817;160793;200992.383743;180262;225328
Uchaud;87775106;30620;c;1813;1813;1729;1729;1804;1804.33871;2275;2275
Ussel;87594093;19200;c;50999;50999;61827;61827;59892;59892.577926;70375;70375
Valenciennes;87343004;59300;a;3080883;3851104;3244888;4056110;3069595;3836994.51426;3172059;3965073
Valergues - Lansargues;87773432;34130;c;6890;6890;10230;10230;11567;11567.83867;10254;10254
Valognes;87447284;50700;b;217468;271835;245017;306272;237144;296430.993085;251567;314459
Vannes;87476606;56000;a;1412592;1765740;1443182;1803977;1324949;1656186.51953;1322859;1653574
Vanves - Malakoff;87391532;92170;b;1374446;1374446;1366653;1366653;1382581;1382581.98941;1391613;1391613
Varilhes;87611327;9120;c;33531;33531;43364;43364;45531;45531.520034;50304;50304
Vaucresson;87382267;92420;b;4379663;4379663;2698060;2698060;1676989;1676989.1;1620594;1620594
Vauxaillon;87297283;2320;c;7794;7794;7307;7307;7258;7258.176116;6385;6385
Vayrac;87594739;46110;c;37;37;10;10;31;31.0;400;400
Verdun;87175778;55100;b;118817;148521;129981;162477;129927;162409.430875;137033;171292
Veynes Dévoluy;87763300;5400;c;78109;78109;93145;93145;88367;88367.5549152;92178;92178
Vic-sur-Cère;87645440;15800;c;10451;10451;11805;11805;11997;11997.8;12489;12489
Vienne;87722587;38200;b;1559620;1949525;1602133;2002666;1492175;1865218.90169;1490676;1863346
Vierzon Forges;87576090;18100;c;1138;1138;1533;1533;1812;1812.974286;2816;2816
Vignols - Saint-Solve;87594655;19130;c;96;96;374;374;275;275.2;365;365
Villabé;87681619;91100;b;234977;234977;237711;237711;236879;236879.396323;234474;234474
Villaines;87272021;95570;c;85903;85903;89237;89237;83596;83596.1545888;74370;74370
Villefranche-sur-Saône;87721332;69400;b;2038720;2548401;2175951;2719939;2093793;2617241.66666;2082592;2603240
Villeneuve-lès-Avignon;87765875;30400;c;0;0;0;0;0;0.0;0;0
Villeneuve-Loubet;87756304;6270;b;304407;380509;323854;404818;268009;335011.45313;258298;322873
Villeneuve-sur-Allier;87696310;3460;c;149;149;190;190;265;265.857142;172;172
Villeneuve-sur-Yonne;87683219;89500;c;41845;41845;46191;46191;45945;45945.583254;51020;51020
Villepreux - Les Clayes;87393413;78340;b;2056096;2056096;2111889;2111889;2118533;2118533.35105;2114748;2114748
Vitré;87471508;35500;b;756074;945092;752567;940709;718364;897955.243422;709991;887488
Vittel;87144279;88800;c;53873;53873;59880;59880;68356;68356.448338;66226;66226
Voiron;87747287;38500;b;1197133;1496416;1270062;1587578;1210485;1513107.39418;1236354;1545443
Voujeaucourt;87184531;25420;c;10194;10194;11013;11013;8987;8987.549496;10910;10910
Vraincourt;87143024;52310;c;4557;4557;6653;6653;8549;8549.069382;7554;7554
Walbach;87182360;68230;c;5720;5720;6960;6960;5271;5271.86757;6899;6899
Walygator parc;87191098;57433;c;6985;6985;5583;5583;3260;3260.9;6588;6588
Wambrechies;87286229;59118;c;976;976;1093;1093;745;745.0;1292;1292
Woincourt;87317511;80520;c;7732;7732;11946;11946;13623;13623.72212;14320;14320
Ychoux;87582536;40160;c;114265;114265;106731;106731;94468;94468.975588;96735;96735
Yvetot;87413385;76190;b;902928;1128661;920117;1150146;909234;1136542.57236;934997;1168746
Zu Rhein;87472639;68200;c;0;0;0;0;0;0.0;0;0
Abbaretz;87481614;44170;c;38027;38027;35637;35637;33021;33021.609334;35989;35989
Abbeville;87317362;80100;b;710325;887907;750298;937872;727081;908851.441922;758410;948013
Achères Grand Cormier;87386052;78100;b;228032;228032;235698;235698;238687;238687.637769;241046;241046
Achiet;87342048;62121;c;92323;92323;96451;96451;92084;92084.960314;92018;92018
Aéroport Charles de Gaulle 2 TGV;87271494;95700;a;14811735;14865895;14578699;14632947;13492253;13538732.3766;12955487;13000079
Agen;87586008;47000;a;1109199;1386499;1194455;1493068;1141620;1427026.19378;1183150;1478938
Aillevillers;87185629;70320;c;4429;4429;5594;5594;5942;5942.69102;6932;6932
Aimargues;87775833;30470;c;445;445;230;230;159;159.0;86;86
Aix-en-Provence;87751404;13100;b;769147;961434;1106279;1382849;998093;1247617.43167;1011615;1264519
Aixe-sur-Vienne;87592667;87700;c;5734;5734;8524;8524;8301;8301.286452;8442;8442
Albens;87746115;73410;c;84275;84275;99810;99810;86676;86676.62537;86131;86131
Alouette France;87581793;33600;b;226428;283035;206973;258716;185087;231359.035465;191807;239759
Ambérieu-en-Bugey;87743716;1500;b;1168627;1460784;1223516;1529395;1188233;1485291.62067;1195489;1494362
Ambronay - Priay;87743146;1500;c;5983;5983;6623;6623;7700;7700.731724;7463;7463
Amiens;87313874;80017;a;5244716;7087454;5447333;7361261;5229456;7066833.1038;5324980;7195919
Amplepuis;87721035;69550;b;276412;345515;317836;397295;298064;372581.222042;289331;361664
Ancenis;87481192;44150;b;926200;1157751;962972;1203715;892451;1115563.7793;861331;1076664
Anché - Voulon;87575332;86700;c;8847;8847;9727;9727;11143;11143.789962;13583;13583
Anvin;87317255;62134;c;2643;2643;12147;12147;18542;18542.659234;19182;19182
Arenc Euroméditerranée;87580340;13007;c;42045;42045;19702;19702;15652;15652.5369011;20319;20319
Arles;87753657;13200;b;646535;910613;715084;1007160;677260;953887.96821;688498;969716
Arras;87342014;62000;a;4060559;5075699;4361839;5452299;4138307;5172884.59503;4145669;5182086
Aubagne;87751750;13400;b;935040;1168800;971737;1214671;841969;1052462.07324;747027;933784
Aubigny-au-Bac;87345447;59265;c;44209;44209;47944;47944;49293;49293.915048;52267;52267
Audun-le-Roman;87194357;54560;c;4803;4803;6641;6641;7155;7155.960386;10122;10122
Augy Vaux;87683607;89290;c;0;0;0;0;0;0.0;1252;1252
Aulnat Aéroport;87562421;63510;c;8009;8009;10477;10477;12081;12081.214412;14703;14703
Autun;87694570;71400;c;63796;63796;63847;63847;64509;64509.142406;74269;74269
Avenay;87171579;51160;c;12786;12786;15908;15908;21039;21039.4169;24502;24502
Avignon TGV;87318964;84000;a;3652860;5176745;3856037;5460402;3794168;5379906.38201;3821290;5486974
Avord;87576439;18520;c;27513;27513;28903;28903;26383;26383.861538;26562;26562
Avoudrey;87718551;25690;c;15850;15850;17198;17198;17448;17448.465556;19852;19852
Avrechy;87313296;60130;c;6801;6801;6887;6887;6980;6980.30567;7219;7219
Aytré Plage;87437806;17440;c;9352;9352;11792;11792;12485;12485.537144;13118;13118
Azay-le-Rideau;87571638;37190;c;72388;72388;71656;71656;70146;70146.455454;70977;70977
Baillargues;87773457;34670;c;156311;156311;174582;174582;146538;146538.26511;127626;127626
Bailleul;87286179;59270;b;944255;1180319;998316;1247895;955858;1194822.63617;955623;1194529
Bains-les-Bains;87144147;88240;c;2384;2384;3047;3047;3918;3918.859994;4001;4001
Baisieux;87286872;59780;c;54454;54454;53118;53118;44687;44687.68557;37822;37822
Bannalec;87474189;29380;c;22562;22562;22688;22688;23072;23072.342704;23529;23529
Barenton-Bugny;87297291;2000;c;8608;8608;11174;11174;10665;10665.10196;9537;9537
Bar-sur-Aube;87118299;10200;c;74247;74247;83462;83462;81953;81953.693524;83007;83007
Béard;87696468;58160;c;580;580;609;609;1304;1304.515788;2292;2292
Beaulieu-sur-Mer;87756379;6310;b;501699;627124;541376;676721;461285;576607.190612;452775;565969
Beauvoisin;87775809;30640;c;299;299;585;585;800;800.34;552;552
Bédarrides;87765198;84370;c;20795;20795;26959;26959;20850;20850.1953201;22469;22469
Bègles;87581801;33130;c;27100;27100;24941;24941;18524;18524.258232;22853;22853
Bellenaves;87641068;3330;c;6547;6547;6744;6744;8580;8580.911194;6510;6510
Bellignat;87743526;1810;c;5208;5208;7183;7183;7693;7693.719992;7198;7198
Belloy - Saint-Martin;87276550;95270;b;188233;188233;182248;182248;175250;175250.733783;171872;171872
Belz - Ploemel;87476408;56550;c;1127;1127;450;450;1078;1078.1;1187;1187
Bergerac;87584268;24100;b;271436;339295;297352;371690;275003;343754.219275;289479;361849
Besançon Franche-Comté TGV;87300863;25870;a;641643;729140;712656;809837;682900;776023.681282;689453;783470
Béthune;87342006;62400;b;1744515;2180644;1844883;2306104;1775966;2219957.96264;1827943;2284929
Betton;87471045;35830;c;57640;57640;60526;60526;54956;54956.66772;59721;59721
Beynes;87393363;78650;b;188216;188216;189728;189728;181070;181070.923365;171840;171840
Beynost;87723544;1700;b;198025;247532;202058;252573;185736;232170.68169;181868;227335
Biache-Saint-Vaast;87342097;62118;c;57790;57790;64218;64218;59082;59082.359788;60233;60233
Biarritz;87673400;64200;a;496224;620280;501005;626256;419448;524310.962155;422384;527980
Bibliothèque François Mitterrand;87328328;75013;b;28074534;28074534;28540419;28540419;28153858;28153858.8909;27926769;27926769
Bidos;87691949;64400;c;4020;4020;5771;5771;3829;3829.5;0;0
Biffontaine;87144188;88430;c;1579;1579;2871;2871;3142;3142.03999;3041;3041
Blanzy;87694612;71450;c;7317;7317;6130;6130;5586;5586.752708;7439;7439
Blois - Chambord;87574004;41000;a;1465901;1832376;1576606;1970757;1499456;1874320.0597;1535135;1918919
Blonville-sur-Mer - Benerville;87444380;14910;c;1927;1927;2020;2020;1978;1978.0;1977;1977
Boën;87726471;42130;c;11921;11921;13859;13859;22402;22402.675652;31040;31040
Bogny-sur-Meuse;87172049;8120;c;64059;64059;68922;68922;68443;68443.01705;73728;73728
Bolbec - Nointot;87413351;76210;c;6070;6070;7403;7403;7726;7726.619988;9072;9072
Bondy;87113407;93140;b;12822042;12822042;13019242;13019242;12987428;12987428.3573;13139723;13139723
Bonneval;87545731;28800;c;35211;35211;37827;37827;36828;36828.251518;43229;43229
Bonson;87726414;42160;c;57138;57138;59067;59067;55706;55706.349636;64674;64674
Boran-sur-Oise;87276444;60820;c;44209;44209;46272;46272;42189;42189.4267504;41820;41820
Bornel - Belle-Église;87276717;60540;b;278858;348573;305842;382303;298770;373462.684912;287515;359394
Boucoiran;87775346;30190;c;1768;1768;1224;1224;1396;1396.045158;1106;1106
Bougival;87382440;78170;b;2229867;2229867;1374386;1374386;851846;851846.86;815669;815669
Boulainvilliers;87543181;75016;b;3292688;3292688;3484634;3484634;3626181;3626181.37145;3738696;3738696
Bourbourg;87281279;59630;c;14818;14818;15587;15587;14627;14627.415794;10384;10384
Bouy;87174433;51400;c;889;889;1262;1262;964;964.868572;908;908
Bram;87615054;11150;c;55774;55774;67119;67119;62165;62165.39345;60963;60963
Brazey-en-Plaine;87713644;21470;c;36959;36959;43808;43808;43048;43048.719448;43147;43147
Brétigny;87545194;91220;b;6619481;6619481;6638324;6638324;6504289;6504289.54352;6351771;6351771
Bretoncelles;87394270;61110;c;20615;20615;20934;20934;24073;24073.676368;26475;26475
Breuillet - Bruyères-le-Châtel;87545483;91650;b;516764;516764;525645;525645;515111;515111.974191;509745;509745
Bréval;87381624;78980;b;23156;23156;37015;37015;36687;36687.085716;28116;28116
Briançon;87763607;5100;b;142121;177651;169834;212292;183132;228915.189188;183995;229994
Brion - Laizy;87694596;71190;c;4329;4329;4415;4415;4523;4523.095856;5350;5350
Brou;87394452;28160;c;74844;74844;76016;76016;70824;70824.58022;74059;74059
Brunémont;87345439;59151;c;3269;3269;3335;3335;3496;3496.535724;4370;4370
Bruyères-sur-Oise;87276451;95820;c;122599;122599;111374;111374;109394;109394.391548;103755;103755
Bugeat;87592162;19170;c;5992;5992;5810;5810;5815;5815.999994;7142;7142
Busigny;87296244;59137;c;49018;49018;55333;55333;50415;50415.9414;54060;54060
Bussac;87491191;17100;c;3155;3155;3470;3470;2421;2421.38;2949;2949
Busseau sur Creuse;87597708;23150;c;764;764;1223;1223;1022;1022.330322;1417;1417
Cagnes-sur-Mer;87756320;6800;b;1180596;1475745;1264538;1580673;1022116;1277645.79456;982487;1228108
Campagne-sur-Aude;87615229;11260;c;1;1;27;27;48;48.0;26;26
Carantilly - Marigny;87447144;50570;c;1403;1403;1948;1948;1404;1404.6;1697;1697
Carbonne;87611061;31390;b;211810;264763;275991;344989;264504;330630.862175;285182;356478
Carhaix;87473504;29270;c;44750;44750;59810;59810;60746;60746.793532;65011;65011
Carnoles;87756478;6180;b;569840;712300;621458;776823;547273;684091.733922;457493;571866
Carnoules;87755371;83660;c;90048;90048;104587;104587;95145;95145.5764844;92675;92675
Cassel;87281139;59970;c;111522;111522;117253;117253;109852;109852.473682;100561;100561
Cassis;87751776;13260;b;256460;320576;271895;339869;238249;297811.595719;226893;283616
Castelsarrasin;87611897;82100;c;68087;68087;82548;82548;84572;84572.964034;86276;86276
Caudéran Mérignac;87581538;33700;c;55965;55965;60107;60107;40743;40743.090276;47128;47128
Cavaillon;87765503;84300;b;172495;215619;193612;242015;181721;227151.589138;193683;242103
Cerbère;87785006;66290;c;49136;49136;55700;55700;51893;51893.663308;58653;58653
Cernay;87276063;95120;b;3406301;3499524;3439122;3537067;3514179;3613371.20302;3473906;3578754
Cesson-Sévigné;87334490;35510;b;119278;149097;117985;147481;124095;155119.250312;129342;161678
Chalon-sur-Saône;87725002;71100;b;1238458;1548072;1366947;1708684;1297413;1621767.36971;1412751;1765939
Chamarande;87545152;91730;b;185648;185648;201279;201279;202740;202740.258157;214309;214309
Champ de Courses d'Enghien;87276030;95230;b;2066509;2066509;2072979;2072979;2127313;2127313.03556;2210677;2210677
Champagne-sur-Oise;87276519;95660;b;353481;353481;344530;344530;317692;317692.495935;294964;294964
Champagne-sur-Seine;87682450;77430;b;327580;327580;322847;322847;307914;307914.578082;297613;297613
Champagney;87185348;70290;c;44324;44324;46864;46864;43374;43374.421276;43545;43545
Chanteloup-les-Vignes;87381475;78570;b;762259;762259;810484;810484;823290;823290.08;854716;854716
